title	date	location	filename	url
montreux, and clarens, geneve lake, switzerland	1890	Switzerland	2001702462.jpg	http://www.loc.gov/item/2001702462/
the gate of notre dame d'iberia, moscow, russia	1890	Russia	2001697454.jpg	http://www.loc.gov/item/2001697454/
chateau de ramezay. montreal	1901	Canada	2017659145.jpg	http://www.loc.gov/item/2017659145/
harbor, nice, france	1890	France	2002715107.jpg	http://www.loc.gov/item/2002715107/
cattaro, from the west, dalmatia, austro-hungary	1890	Austro-Hungary	2002710755.jpg	http://www.loc.gov/item/2002710755/
phelps hall and gateway, yale college	1901	US	2008679552.jpg	http://www.loc.gov/item/2008679552/
christianental, wernigerode, hartz mountains, germany	1890	Germany	2002720619.jpg	http://www.loc.gov/item/2002720619/
sion, general view, valais, switzerland	1890	Switzerland	2001703273.jpg	http://www.loc.gov/item/2001703273/
toblach, new toblach, tyrol, austro-hungary	1890	Austro-Hungary	2002711144.jpg	http://www.loc.gov/item/2002711144/
park and chamber of representatives, brussels, belgium	1890	Belgium	2001697907.jpg	http://www.loc.gov/item/2001697907/
waiting for a job (donkeys), england	1890	UK	2002708365.jpg	http://www.loc.gov/item/2002708365/
zermatt, upper gorner gorge, valais alps of, switzerland	1890	Switzerland	2001703336.jpg	http://www.loc.gov/item/2001703336/
luce ben aben, school of arab embroidery, algiers, algeria	1899	Algeria	2001697842.jpg	http://www.loc.gov/item/2001697842/
the sands, weston-super-mare, england	1890	UK	2002708220.jpg	http://www.loc.gov/item/2002708220/
a funeral vault in the campo santo, genoa, italy	1890	Italy	2001700849.jpg	http://www.loc.gov/item/2001700849/
stonebows, lincoln, england	1890	UK	2002696909.jpg	http://www.loc.gov/item/2002696909/
bosen and johannesplatz, tyrol, austro-hungary	1890	Austro-Hungary	2002711001.jpg	http://www.loc.gov/item/2002711001/
the summit of pike's peak	1901	US	2008678206.jpg	http://www.loc.gov/item/2008678206/
town and fortress, tiflis, russia, (tbilisi, georgia)	1890	Russia	2001697511.jpg	http://www.loc.gov/item/2001697511/
ems-les bains (i.e., bad ems), hesse-nassau, germany	1890	Germany	2002713895.jpg	http://www.loc.gov/item/2002713895/
interlaken, kursall, bernese oberland, switzerland	1890	Switzerland	2001701188.jpg	http://www.loc.gov/item/2001701188/
dumfries house from south, cumnock, scotland	1890	Scotland	2001705962.jpg	http://www.loc.gov/item/2001705962/
benares. aurungzebs mosque	1890	India	2017658168.jpg	http://www.loc.gov/item/2017658168/
the avenue, southampton, england	1890	UK	2002708109.jpg	http://www.loc.gov/item/2002708109/
milk seller of siloam, holy land	1890	Holy Land	2001699276.jpg	http://www.loc.gov/item/2001699276/
california. mirror lake, yosemite valley	1898	US	2008678085.jpg	http://www.loc.gov/item/2008678085/
roland's hospital, hildesheim, hanover, germany	1890	Germany	2002713745.jpg	http://www.loc.gov/item/2002713745/
the grand canal, view i, venice, italy	1890	Italy	2001701022.jpg	http://www.loc.gov/item/2001701022/
pontoon bridge from deutz, cologne, the rhine, germany	1890	Germany	2002714080.jpg	http://www.loc.gov/item/2002714080/
railroad, florence, italy	1890	Italy	2001700799.jpg	http://www.loc.gov/item/2001700799/
baden-baden and the kurgarten, baden, germany	1890	Germany	2002696323.jpg	http://www.loc.gov/item/2002696323/
general view, bethel, holy land, (i.e., west bank)	1890	Holy Land	2002724965.jpg	http://www.loc.gov/item/2002724965/
general view, montpelier, france	1890	France	2001698467.jpg	http://www.loc.gov/item/2001698467/
schachen, view of the hinterrainthal, upper bavaria, germany	1890	Germany	2002696289.jpg	http://www.loc.gov/item/2002696289/
pleaskin head, giant's causeway. county antrim, ireland	1890	Ireland	2002717356.jpg	http://www.loc.gov/item/2002717356/
casino and beach at low tide, cherbourg, france	1890	France	2001697638.jpg	http://www.loc.gov/item/2001697638/
pikes peak avenue, colorado springs	1898	US	2008679694.jpg	http://www.loc.gov/item/2008679694/
the sands, gorleston, england	1890	UK	2002696773.jpg	http://www.loc.gov/item/2002696773/
oberammergau from ettaler street, upper bavaria, germany	1890	Germany	2002696266.jpg	http://www.loc.gov/item/2002696266/
the opera house, the grand staircase, paris, france	1890	France	2001698522.jpg	http://www.loc.gov/item/2001698522/
krummhubel, riesengebirge, germany (i.e., karpacz, poland)	1890	Germany	2002720530.jpg	http://www.loc.gov/item/2002720530/
caserne du regiment preobreschenska de la garde du corps [i.e., st. petersburg. new hermitage building from millionnaya street] s.-peterburgʺ. kazarma preobrazhekskage polka leĭbʺ-gvardīi.	1890	Russia	2014646339.jpg	http://www.loc.gov/item/2014646339/
bellagio, general view, lake como, italy	1890	Italy	2001700776.jpg	http://www.loc.gov/item/2001700776/
from dyer's hill, dartmouth, england	1890	UK	2002696636.jpg	http://www.loc.gov/item/2002696636/
the arena, interior, nîmes, france	1890	France	2001698488.jpg	http://www.loc.gov/item/2001698488/
lucknow. residency eastern side	1890	India	2017657622.jpg	http://www.loc.gov/item/2017657622/
corniche road and paillon valley, nice, riviera	1890	France	2001699333.jpg	http://www.loc.gov/item/2001699333/
kossuth monument, miskolez, hungary, austro-hungary	1890	Austro-Hungary	2002710885.jpg	http://www.loc.gov/item/2002710885/
grindelwald, grotto, ii, with waterfall, bernese oberland, switzerland	1890	Switzerland	2001701167.jpg	http://www.loc.gov/item/2001701167/
the rhine bridge, mannheim, baden, germany	1890	Germany	2002713600.jpg	http://www.loc.gov/item/2002713600/
calcutta. maliks ghat	1890	India	2017658187.jpg	http://www.loc.gov/item/2017658187/
douglas, loch promenade, isle of man	1890	UK	2002697027.jpg	http://www.loc.gov/item/2002697027/
the old town, mentone, riviera	1890	France	2001699299.jpg	http://www.loc.gov/item/2001699299/
general view, louvain, belgium	1890	Belgium	2001697950.jpg	http://www.loc.gov/item/2001697950/
stainforth falls, yorkshire, england	1890	UK	2002708332.jpg	http://www.loc.gov/item/2002708332/
sella group, bergerturm, tyrol, austro-hungary	1890	Austro-Hungary	2002711113.jpg	http://www.loc.gov/item/2002711113/
fingal's cave, staffa, scotland	1890	Scotland	2001706026.jpg	http://www.loc.gov/item/2001706026/
lutschinen valley, bernese oberland, switzerland	1890	Switzerland	2001701219.jpg	http://www.loc.gov/item/2001701219/
locarno, general view, tessin, switzerland	1890	Switzerland	2001703224.jpg	http://www.loc.gov/item/2001703224/
minster, choir east, york, england	1890	UK	2002708298.jpg	http://www.loc.gov/item/2002708298/
the rock in the mosque of omar, jerusalem	1890	Holy Land	2003653103.jpg	http://www.loc.gov/item/2003653103/
bad kissengen (i.e. bad kissingen), general view,  bavaria, germany	1890	Germany	2002696118.jpg	http://www.loc.gov/item/2002696118/
višegrad, bosnia, austro-hungary	1890	Austro-Hungary	2002710702.jpg	http://www.loc.gov/item/2002710702/
parliament buildings, ottawa	1901	Canada	2008679505.jpg	http://www.loc.gov/item/2008679505/
gursuff, (i.e., gurzuf), from the jalta, (i.e., yalta) road, the crimea, russia, (i.e., ukraine)	1890	Ukraine	2001697403.jpg	http://www.loc.gov/item/2001697403/
kurhaus, misdroy, pomerania, germany  (i.e., międzyzdroje, poland)	1890	Germany	2002713987.jpg	http://www.loc.gov/item/2002713987/
wien. karlskirche	1890	Austro-Hungary	2017659112.jpg	http://www.loc.gov/item/2017659112/
montreux, general view, geneva lake, switzerland	1890	Switzerland	2001702435.jpg	http://www.loc.gov/item/2001702435/
the cathedral, chester, england	1890	UK	2002696548.jpg	http://www.loc.gov/item/2002696548/
general view, ahlbeck, pomerania, germany	1890	Germany	2002713968.jpg	http://www.loc.gov/item/2002713968/
general view, tréport, france	1890	France	2001698719.jpg	http://www.loc.gov/item/2001698719/
the palace of arms, abbeville, france	1890	France	2001697546.jpg	http://www.loc.gov/item/2001697546/
laugkofigruppe (i.e., langkafelgruppe), pragerhutte, tyrol, austro-hungary	1890	Austro-Hungary	2002711056.jpg	http://www.loc.gov/item/2002711056/
pulpit terraces from above, yellowstone national park	1898	na	2008678251.jpg	http://www.loc.gov/item/2008678251/
street of the camels, algiers, algeria	1899	Algeria	2001697815.jpg	http://www.loc.gov/item/2001697815/
karlsruhe, general view, baden, germany	1890	Germany	2002713591.jpg	http://www.loc.gov/item/2002713591/
severn bridge, worcester, england	1890	UK	2002708277.jpg	http://www.loc.gov/item/2002708277/
from utoquay, zurich, switzerland	1890	Switzerland	2001703361.jpg	http://www.loc.gov/item/2001703361/
view in the park, utrecht, holland	1890	Netherlands	2001699558.jpg	http://www.loc.gov/item/2001699558/
shakespeare's cliff, dover, england	1890	UK	2002696724.jpg	http://www.loc.gov/item/2002696724/
the museum, augusta platz, leipsig (i.e., leipzig), saxony, germany	1890	Germany	2002720588.jpg	http://www.loc.gov/item/2002720588/
dungarven bridge and harbor (i.e. dungarvan). county waterford, ireland	1890	Ireland	2002717301.jpg	http://www.loc.gov/item/2002717301/
the church, battle, england	1890	UK	2002696374.jpg	http://www.loc.gov/item/2002696374/
tête d'or park and monument to the legions of the rhone, lyons, france	1890	France	2001698430.jpg	http://www.loc.gov/item/2001698430/
promenade and cathedral, lucerne, switzerland	1890	Switzerland	2001703048.jpg	http://www.loc.gov/item/2001703048/
equestrian monument, victor emmanuel ii, venice, italy	1890	Italy	2001701075.jpg	http://www.loc.gov/item/2001701075/
town from the lighthouse, bremerhafen, hanover (i.e. hannover), germany	1890	Germany	2002713712.jpg	http://www.loc.gov/item/2002713712/
thèbes, medinet-abou, le pavillon	1890	Egypt	2017656988.jpg	http://www.loc.gov/item/2017656988/
woy-woy	1890	Australia	2017657730.jpg	http://www.loc.gov/item/2017657730/
mission san antonio	1898	na	2008678178.jpg	http://www.loc.gov/item/2008678178/
penrhyn castle, bangor, wales	1890	Wales	2001703418.jpg	http://www.loc.gov/item/2001703418/
borgo (i.e., borgo valsugana) with telvano castle and cima dodici, tyrol, austro-hungary	1890	Austro-Hungary	2002710997.jpg	http://www.loc.gov/item/2002710997/
"""maria theresia,"" promenade deck, north german lloyd, royal mail steamer"	1890	Germany	2002720834.jpg	http://www.loc.gov/item/2002720834/
cliff palace, mesa verde, from the ruins	1898	na	2008678197.jpg	http://www.loc.gov/item/2008678197/
general view, the river and warehouses, frankfort on main (i.e. frankfurt am main), germany	1890	Germany	2002713657.jpg	http://www.loc.gov/item/2002713657/
the railway between passhohe and meiringen, brunig, bernese oberland, switzerland	1890	Switzerland	2001701130.jpg	http://www.loc.gov/item/2001701130/
kingsgate castle, margate, england	1890	UK	2002697070.jpg	http://www.loc.gov/item/2002697070/
semmering railway to weinzettelwand, styria, austro-hungary	1890	Austro-Hungary	2002710978.jpg	http://www.loc.gov/item/2002710978/
bridge houses, kreuznach (i.e., bad kreuznach), nahethal, rhenish prussia, germany	1890	Germany	2002714038.jpg	http://www.loc.gov/item/2002714038/
port said, le port	1890	Egypt	2017656967.jpg	http://www.loc.gov/item/2017656967/
the beach, san sebastián, spain	1890	Spain	2001699364.jpg	http://www.loc.gov/item/2001699364/
the beach, fecamp, france	1890	France	2001698125.jpg	http://www.loc.gov/item/2001698125/
balholm (i.e., balestrand) from the fjord, sognefjord, norway	1890	Norway	2001700721.jpg	http://www.loc.gov/item/2001700721/
bakewell, from river, derbyshire, england	1890	UK	2002696661.jpg	http://www.loc.gov/item/2002696661/
loschwitz, dresden, saxony, germany	1890	Germany	2002720567.jpg	http://www.loc.gov/item/2002720567/
"""blue gumpen"" and jagerhutte, hinterrainthal, upper bavaria, germany"	1890	Germany	2002696231.jpg	http://www.loc.gov/item/2002696231/
the trocadero, exposition universelle, 1900, paris, france	1890	France	2001698575.jpg	http://www.loc.gov/item/2001698575/
lake rotomahana & mt. tarawera	1890	New Zealand	2017657819.jpg	http://www.loc.gov/item/2017657819/
the avants, with dent de jaman, geneva lake, switzerland	1890	Switzerland	2001702423.jpg	http://www.loc.gov/item/2001702423/
stettin harbor, pomerania, germany (i.e., szczecin, poland)	1890	Germany	2002713991.jpg	http://www.loc.gov/item/2002713991/
wien. minerva brunnen	1890	Austro-Hungary	2017659104.jpg	http://www.loc.gov/item/2017659104/
the road, the first bridge, groussie, (i.e., georgia), russia	1890	Russia	2001697415.jpg	http://www.loc.gov/item/2001697415/
parliament buildings, toronto	1901	Canada	2008679513.jpg	http://www.loc.gov/item/2008679513/
triglav, rothwein (i.e., rotwein), and waterfall, carniola, austro-hungary	1890	Austro-Hungary	2002710714.jpg	http://www.loc.gov/item/2002710714/
showing war ships, the harbor, kiel, schleswig-holstein, germany	1890	Germany	2002720658.jpg	http://www.loc.gov/item/2002720658/
tophane fountain, constantinople, turkey	1890	Turkey	2003653115.jpg	http://www.loc.gov/item/2003653115/
from the seestrasse, constance (i.e. konstanz), baden, germany	1890	Germany	2002713568.jpg	http://www.loc.gov/item/2002713568/
lugano, general view, tessin, switzerland 	1890	Switzerland	2001703232.jpg	http://www.loc.gov/item/2001703232/
sarnthal (i.e., sarntal), ried and runkelstein, tyrol, austro-hungary	1890	Austro-Hungary	2002711105.jpg	http://www.loc.gov/item/2002711105/
scarborough, the spa, yorkshire, england	1890	UK	2002708324.jpg	http://www.loc.gov/item/2002708324/
theatre place, liège, belgium	1890	Belgium	2001697946.jpg	http://www.loc.gov/item/2001697946/
the utoquay, from enge park, zurich, switzerland	1890	Switzerland	2001703377.jpg	http://www.loc.gov/item/2001703377/
seashore near shanklin, isle of wight, england	1890	UK	2002708261.jpg	http://www.loc.gov/item/2002708261/
ruprechtsbau, heidelberg, baden, germany	1890	Germany	2002713587.jpg	http://www.loc.gov/item/2002713587/
harbor by moonlight, i, algiers, algeria	1899	Algeria	2001697803.jpg	http://www.loc.gov/item/2001697803/
"""old faithful"" geyser, yellowstone national park"	1898	na	2008678247.jpg	http://www.loc.gov/item/2008678247/
henley regatta, ii., england	1890	UK	2002696948.jpg	http://www.loc.gov/item/2002696948/
hotel penegal, tyrol, austro-hungary	1890	Austro-Hungary	2002711040.jpg	http://www.loc.gov/item/2002711040/
view from the hotel fasano, fasano, lake garda, italy	1890	Italy	2001700808.jpg	http://www.loc.gov/item/2001700808/
rue de boigne, chambéry, france	1890	France	2001697550.jpg	http://www.loc.gov/item/2001697550/
the castle, taunton, england	1890	UK	2002708148.jpg	http://www.loc.gov/item/2002708148/
patras. le port	1890	Greece	2017658129.jpg	http://www.loc.gov/item/2017658129/
semmering railway, breitenstein, styria, austro-hungary	1890	Austro-Hungary	2002710981.jpg	http://www.loc.gov/item/2002710981/
heysham village, morecambe, england	1890	UK	2002697089.jpg	http://www.loc.gov/item/2002697089/
warrambul national park	1890	Australia	2017657726.jpg	http://www.loc.gov/item/2017657726/
mt. rolleston, entrance to otira gorge	1890	New Zealand	2017658083.jpg	http://www.loc.gov/item/2017658083/
grand canal and doges' palace by moonlight, venice, italy	1890	Italy	2001701063.jpg	http://www.loc.gov/item/2001701063/
blankenese, hamburg, germany	1890	Germany	2002713704.jpg	http://www.loc.gov/item/2002713704/
matlock with promenade and heights of jacob, derbyshire, england	1890	UK	2002696698.jpg	http://www.loc.gov/item/2002696698/
roche abbey	1890	UK	2017659738.jpg	http://www.loc.gov/item/2017659738/
bellecour place, lyons, france	1890	France	2001698426.jpg	http://www.loc.gov/item/2001698426/
the cross and horse fair, banbury, england	1890	UK	2002696362.jpg	http://www.loc.gov/item/2002696362/
chalet bei davos, no. 1	1890	Switzerland	2017651758.jpg	http://www.loc.gov/item/2017651758/
irish colleen	1890	Ireland	2002717317.jpg	http://www.loc.gov/item/2002717317/
the cathedral from the river, ely, england	1890	UK	2002696732.jpg	http://www.loc.gov/item/2002696732/
grand entrance, exposition universal, 1900, paris, france	1890	France	2001698563.jpg	http://www.loc.gov/item/2001698563/
hinterbarenbad, upper bavaria, germany	1890	Germany	2002696227.jpg	http://www.loc.gov/item/2002696227/
prison pond, altstadt, dresden, saxony, germany	1890	Germany	2002720571.jpg	http://www.loc.gov/item/2002720571/
dovedale, stepping stones, derbyshire, england	1890	UK	2002696677.jpg	http://www.loc.gov/item/2002696677/
general view from cape lihou, granville, france	1890	France	2001698133.jpg	http://www.loc.gov/item/2001698133/
the isefiorden, spitzbergen, norway	1890	Norway	2001700737.jpg	http://www.loc.gov/item/2001700737/
bedchamber of the late bey of tunis, kasr-el-said, tunisia	1899	Tunisia	2001699372.jpg	http://www.loc.gov/item/2001699372/
a jinricksha natal	1890	South Africa	2017657663.jpg	http://www.loc.gov/item/2017657663/
port said, entrée du port	1890	Egypt	2017656971.jpg	http://www.loc.gov/item/2017656971/
the harbor, ii., margate, england	1890	UK	2002697066.jpg	http://www.loc.gov/item/2002697066/
landing place and cathedral, belgrade, servia	1890	Servia	2001698830.jpg	http://www.loc.gov/item/2001698830/
windmill, potsdam, berlin, germany	1890	Germany	2002713641.jpg	http://www.loc.gov/item/2002713641/
the summit hotel, brunig, bernese oberland, switzerland	1890	Switzerland	2001701126.jpg	http://www.loc.gov/item/2001701126/
mission santa inez	1898	US	2008678181.jpg	http://www.loc.gov/item/2008678181/
johannes kirche, stuttgart, wurtemburg, germany	1890	Germany	2002720822.jpg	http://www.loc.gov/item/2002720822/
persenbeug, lower austria, austro-hungary	1890	Austro-Hungary	2002708373.jpg	http://www.loc.gov/item/2002708373/
royal theatre, brussels, belgium	1890	Belgium	2001697911.jpg	http://www.loc.gov/item/2001697911/
the sepulchre of nicholas von der flueh, sachseln, unterwald, switzerland	1890	Switzerland	2001703265.jpg	http://www.loc.gov/item/2001703265/
thun and the alps, bernese oberland, switzerland	1890	Switzerland	2001701258.jpg	http://www.loc.gov/item/2001701258/
the jefferson davis mansion, richmond, virginia	1901	US	2008679544.jpg	http://www.loc.gov/item/2008679544/
fiume, the canal, croatia, austro-hungary	1890	Austro-Hungary	2002710743.jpg	http://www.loc.gov/item/2002710743/
zell on the ziller (i.e., zell am ziller), tyrol, austro-hungary	1890	Austro-Hungary	2002711851.jpg	http://www.loc.gov/item/2002711851/
winter scene with log structure, grisons, switzerland	1890	Switzerland	2002715111.jpg	http://www.loc.gov/item/2002715111/
burg karlstein (böhmen)	1890	Czech Republic	2017659153.jpg	http://www.loc.gov/item/2017659153/
the waterfall orjechowoi balkje, kisslowodzk, (i.e., kislovodsk), russia	1890	Russia	2001697442.jpg	http://www.loc.gov/item/2001697442/
jersey, gorey and the castle, channel islands, england	1890	UK	2002696509.jpg	http://www.loc.gov/item/2002696509/
arosa, general view, grisons, switzerland	1890	Switzerland	2001702474.jpg	http://www.loc.gov/item/2001702474/
the buiten amstel, amsterdam, holland	1890	Netherlands	2001698758.jpg	http://www.loc.gov/item/2001698758/
the castle, detmold, lippe, germany	1890	Germany	2002713929.jpg	http://www.loc.gov/item/2002713929/
achill head. county mayo, ireland	1890	Ireland	2002717439.jpg	http://www.loc.gov/item/2002717439/
glimpse of castle and city from holle, wilhelmshohe, cassel (i.e., kassel), hesse-nassau, germany	1890	Germany	2002713883.jpg	http://www.loc.gov/item/2002713883/
peterhof golden stair, st. petersburg, russia	1890	Russia	2001697507.jpg	http://www.loc.gov/item/2001697507/
red mountain, ouray-silverton stage road, colorado	1901	US	2008678210.jpg	http://www.loc.gov/item/2008678210/
deffreggerhutte, tyrol, austro-hungary	1890	Austro-Hungary	2002711017.jpg	http://www.loc.gov/item/2002711017/
cowes, the green, ii., isle of wight, england	1890	UK	2002708236.jpg	http://www.loc.gov/item/2002708236/
market, biskra, algeria	1899	Algeria	2001697854.jpg	http://www.loc.gov/item/2001697854/
the ruins of valkhof (i.e. valkenhof), nymegen (i.e., nijmegen), holland	1890	Netherlands	2001699519.jpg	http://www.loc.gov/item/2001699519/
simplon pass, the village, valais, alps of, switzerland	1890	Switzerland	2001703320.jpg	http://www.loc.gov/item/2001703320/
cathedral from river, gloucester, england	1890	UK	2002696765.jpg	http://www.loc.gov/item/2002696765/
shore path at hulett's, lake george, n.y.	1904	US	2008679682.jpg	http://www.loc.gov/item/2008679682/
town and harbor from st. dimila, beyrout, holy land, (i.e., beirut, lebanon)	1890	Holy Land	2002724973.jpg	http://www.loc.gov/item/2002724973/
the promenade, montpelier, france	1890	France	2001698471.jpg	http://www.loc.gov/item/2001698471/
feldsee and feldberger hotel, black forest, baden, germany	1890	Germany	2002696335.jpg	http://www.loc.gov/item/2002696335/
market place, norderney, germany	1890	Germany	2002713753.jpg	http://www.loc.gov/item/2002713753/
a court yard (calle dell angelo a san martino), venice, italy	1890	Italy	2001701034.jpg	http://www.loc.gov/item/2001701034/
market place, darmstadt, the rhine, germany	1890	Germany	2002714096.jpg	http://www.loc.gov/item/2002714096/
upper engadine, viamala, grisons, switzerland	1890	Switzerland	2001703009.jpg	http://www.loc.gov/item/2001703009/
acoma, new mexico	1898	US	2008678093.jpg	http://www.loc.gov/item/2008678093/
pavilion sevgne (i.e., sévigné), vichy, france	1890	France	2001699260.jpg	http://www.loc.gov/item/2001699260/
interior, looking east, carnarvon castle (i.e. caernarfon), wales	1890	Wales	2001703459.jpg	http://www.loc.gov/item/2001703459/
champlain statue, quebec	1901	Canada	2008678139.jpg	http://www.loc.gov/item/2008678139/
cathedral peaks lake manawapouri	1890	New Zealand	2017649295.jpg	http://www.loc.gov/item/2017649295/
drummond castle from s.w. (i.e., southwest), scotland	1890	Scotland	2001705974.jpg	http://www.loc.gov/item/2001705974/
douglas, kirk braddan, isle of man	1890	UK	2002697031.jpg	http://www.loc.gov/item/2002697031/
pola, maximilian's monument, istria, austro-hungary	1890	Austro-Hungary	2002710939.jpg	http://www.loc.gov/item/2002710939/
grindelwald, bear hotel and glacier, bernese oberland, switzerland	1890	Switzerland	2001701171.jpg	http://www.loc.gov/item/2001701171/
victoria hotel, unter den linden, berlin, germany	1890	Germany	2002713616.jpg	http://www.loc.gov/item/2002713616/
bad alt-schmecks, upper part, tatra, austro-hungary	1890	Austro-Hungary	2002710893.jpg	http://www.loc.gov/item/2002710893/
emperor william's monument, coblenz, the rhine, germany	1890	Germany	2002714079.jpg	http://www.loc.gov/item/2002714079/
"casino entrance, ""l'alpinisme,"" by hippolyte lucas, monte carlo, riviera"	1890	France	2001699325.jpg	http://www.loc.gov/item/2001699325/
ceylon. temple of buddha on the road to gall	1890	India	2017657634.jpg	http://www.loc.gov/item/2017657634/
trevone, near padstow, cornwall, england	1890	UK	2002696620.jpg	http://www.loc.gov/item/2002696620/
north trondhjem, trondhjem, norway	1890	Norway	2001700760.jpg	http://www.loc.gov/item/2001700760/
on the way to the small pond, riesengebirge, germany	1890	Germany	2002720526.jpg	http://www.loc.gov/item/2002720526/
st. james' tower, paris, france	1890	France	2001698534.jpg	http://www.loc.gov/item/2001698534/
a street, oberammergau, upper bavaria, germany	1890	Germany	2002696270.jpg	http://www.loc.gov/item/2002696270/
general view and beach, trouville, france	1890	France	2001698723.jpg	http://www.loc.gov/item/2001698723/
the beach, warnemü̈nde, rostock, mecklenburg-schwerin, germany	1890	Germany	2002713952.jpg	http://www.loc.gov/item/2002713952/
market place and bismarck's fountain, jena, thuringia, germany	1890	Germany	2002720731.jpg	http://www.loc.gov/item/2002720731/
the quays, waterford. county waterford, ireland	1890	Ireland	2002717442.jpg	http://www.loc.gov/item/2002717442/
royal military college, sandhurst, camberley	1890	UK	2002696437.jpg	http://www.loc.gov/item/2002696437/
athènes. temple de la victoire aptere	1890	Greece	2017656398.jpg	http://www.loc.gov/item/2017656398/
the great clock, rouen, france	1890	France	2001698689.jpg	http://www.loc.gov/item/2001698689/
cliveden from below cookham ferry, england	1890	UK	2002696964.jpg	http://www.loc.gov/item/2002696964/
pieve di ledro, lake garda, italy	1890	Italy	2001700824.jpg	http://www.loc.gov/item/2001700824/
holland molen	1890	Netherlands	2001699562.jpg	http://www.loc.gov/item/2001699562/
thorwaldsen (i.e., thorvaldsen) museum, copenhagen, denmark	1890	Denmark	2001697985.jpg	http://www.loc.gov/item/2001697985/
giggleswick scar	1890	UK	2002708308.jpg	http://www.loc.gov/item/2002708308/
watermouth caves, ilfracombe, england	1890	UK	2002696821.jpg	http://www.loc.gov/item/2002696821/
sulden hotel, sulden, tyrol, austro-hungary	1890	Austro-Hungary	2002711129.jpg	http://www.loc.gov/item/2002711129/
great cascade, tivoli, rome, italy	1890	Italy	2001700961.jpg	http://www.loc.gov/item/2001700961/
beside the temple, salt lake city	1900	US	2008678284.jpg	http://www.loc.gov/item/2008678284/
ortler group, from the payerhutte, tyrol, austro-hungary	1890	Austro-Hungary	2002711083.jpg	http://www.loc.gov/item/2002711083/
lutschinen, aare ravine, ii, bernese oberland, switzerland	1890	Switzerland	2001701223.jpg	http://www.loc.gov/item/2001701223/
kara-keui (galata) and view of pera, constantinople, turkey	1890	Turkey	2001699427.jpg	http://www.loc.gov/item/2001699427/
the kurhaus, westerland, sylt, schleswig-holstein, germany	1890	Germany	2002720674.jpg	http://www.loc.gov/item/2002720674/
american falls, niagara	1900	US	2008676330.jpg	http://www.loc.gov/item/2008676330/
fiume, the corso, croatia, austro-hungary	1890	Austro-Hungary	2002710738.jpg	http://www.loc.gov/item/2002710738/
the castle of henry iv, pau, pyrenees, france	1890	France	2001698666.jpg	http://www.loc.gov/item/2001698666/
from eichenkopf, lauterberg (i.e. bad lauterberg), hartz, germany	1890	Germany	2002713817.jpg	http://www.loc.gov/item/2002713817/
claushof, bad kissengen (i.e. bad kissingen), bavaria, germany	1890	Germany	2002696122.jpg	http://www.loc.gov/item/2002696122/
the column of the great army, boulogne, france	1890	France	2001697593.jpg	http://www.loc.gov/item/2001697593/
view of podol ii, kiev, russia, (i.e., ukraine)	1890	Ukraine	2001697439.jpg	http://www.loc.gov/item/2001697439/
bruxelles. boulevard du nord et de la senne	1890	Belgium	2017659128.jpg	http://www.loc.gov/item/2017659128/
boscastle, the valley, cornwall, england	1890	UK	2002696572.jpg	http://www.loc.gov/item/2002696572/
an israelite, jerusalem, holy land	1890	Holy Land	2002725026.jpg	http://www.loc.gov/item/2002725026/
the devils coach house. jenolan caves, n.s.w.	1890	Australia	2017657835.jpg	http://www.loc.gov/item/2017657835/
old and new roads, carlsbad, bohemia, austro-hungary	1890	Austro-Hungary	2002708471.jpg	http://www.loc.gov/item/2002708471/
miramar, throne room, istria, austro-hungary	1890	Austro-Hungary	2002710942.jpg	http://www.loc.gov/item/2002710942/
rhone and rhine canal and post, mulhausen, alsace lorraine, germany	1890	Germany	2002695077.jpg	http://www.loc.gov/item/2002695077/
looking toward glarnisch, pilatus, switzerland	1890	Switzerland	2001703137.jpg	http://www.loc.gov/item/2001703137/
staithe, ormesby, england	1890	UK	2002708021.jpg	http://www.loc.gov/item/2002708021/
inner harbor, swinemunde, pomerania, germany (i.e., świnoujście, poland)	1890	Germany	2002714002.jpg	http://www.loc.gov/item/2002714002/
ruins of fort crown point, a british fort on lake champlain, crown point, new york	1902	US	2008679616.jpg	http://www.loc.gov/item/2008679616/
lincoln cathedral, s.w.	1890	UK	2017659714.jpg	http://www.loc.gov/item/2017659714/
scardona, upon the kerka, dalmatia, austro-hungary	1890	Austro-Hungary	2002710807.jpg	http://www.loc.gov/item/2002710807/
burglen, tell's birthplace, lake lucerne, switzerland	1890	Switzerland	2001703072.jpg	http://www.loc.gov/item/2001703072/
the new house, hanover, hanover, germany	1890	Germany	2002713728.jpg	http://www.loc.gov/item/2002713728/
ardstinchar castle and bridge, ballantrae, scotland	1890	Scotland	2001703588.jpg	http://www.loc.gov/item/2001703588/
split rock rapids, st. lawrence river	1901	US	2008678142.jpg	http://www.loc.gov/item/2008678142/
porkington terrace, barmouth, wales	1890	Wales	2001703422.jpg	http://www.loc.gov/item/2001703422/
gothic house ii, park of worlitz, anhalt, germany	1890	Germany	2002695098.jpg	http://www.loc.gov/item/2002695098/
tintern abbey from the ferry	1890	Wales	2002708164.jpg	http://www.loc.gov/item/2002708164/
athènes. temple de thesée	1890	Greece	2017658105.jpg	http://www.loc.gov/item/2017658105/
general view, rüdesheim, the rhine, germany	1890	Germany	2002714147.jpg	http://www.loc.gov/item/2002714147/
